({b"H'\xe2\r\x80h": [-60, 4646858]}, ': ', b'sleep=10 | counter=295 | timeElap=HR=0 min=50, sec=17') 
({b"H'\xe2\r\x80h": [-62, 4657108]}, ': ', b'sleep=10 | counter=296 | timeElap=HR=0 min=50, sec=27') 
({b"H'\xe2\r\x80h": [-61, 4667358]}, ': ', b'sleep=10 | counter=297 | timeElap=HR=0 min=50, sec=37') 
({b"H'\xe2\r\x80h": [-62, 4677708]}, ': ', b'sleep=10 | counter=298 | timeElap=HR=0 min=50, sec=47') 
({b"H'\xe2\r\x80h": [-60, 4687959]}, ': ', b'sleep=10 | counter=299 | timeElap=HR=0 min=50, sec=58') 
({b"H'\xe2\r\x80h": [-68, 5466992]}, ': ', b'sleep=2 | counter=122 | timeElap=HR=0 min=4, sec=34') 
({b"H'\xe2\r\x80h": [-69, 5469242]}, ': ', b'sleep=2 | counter=123 | timeElap=HR=0 min=4, sec=37') 
({b"H'\xe2\r\x80h": [-69, 5471502]}, ': ', b'sleep=2 | counter=124 | timeElap=HR=0 min=4, sec=39') 
({b"H'\xe2\r\x80h": [-70, 5473762]}, ': ', b'sleep=2 | counter=125 | timeElap=HR=0 min=4, sec=41') 
({b"H'\xe2\r\x80h": [-69, 5476122]}, ': ', b'sleep=2 | counter=126 | timeElap=HR=0 min=4, sec=43') 
({b"H'\xe2\r\x80h": [-68, 5478372]}, ': ', b'sleep=2 | counter=127 | timeElap=HR=0 min=4, sec=46') 
({b"H'\xe2\r\x80h": [-71, 5480632]}, ': ', b'sleep=2 | counter=128 | timeElap=HR=0 min=4, sec=48') 
({b"H'\xe2\r\x80h": [-68, 5482892]}, ': ', b'sleep=2 | counter=129 | timeElap=HR=0 min=4, sec=50') 
({b"H'\xe2\r\x80h": [-68, 5485152]}, ': ', b'sleep=2 | counter=130 | timeElap=HR=0 min=4, sec=52') 
({b"H'\xe2\r\x80h": [-69, 5485731]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-71, 5487982]}, ': ', b'sleep=2 | counter=2 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-71, 5487982]}, ': ', None) 
({b"H'\xe2\r\x80h": [-56, 5972881]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-56, 6054012]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-56, 6099682]}, ': ', b'sleep=2 | counter=2 | timeElap=HR=0 min=0, sec=46') 
({b"H'\xe2\r\x80h": [-55, 6099946]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-57, 6103942]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-57, 6136213]}, ': ', b'sleep=2 | counter=2 | timeElap=HR=0 min=0, sec=32') 
({b"H'\xe2\r\x80h": [-57, 6136476]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-57, 6144302]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-55, 6145246]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-57, 6198433]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-57, 6437437]}, ': ', b'sleep=2 | counter=2 | timeElap=HR=0 min=3, sec=59') 
({b"H'\xe2\r\x80h": [-57, 6437807]}, ': ', b'sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-57, 6467364]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-70, 6573568]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-70, 6577492]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-72, 6613912]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-68, 6620205]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-64, 6743815]}, ': ', b'SEND: sleep=10 | counter=2 | timeElap=HR=0 min=2, sec=4') 
({b"H'\xe2\r\x80h": [-64, 6744078]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-63, 6748326]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-76, 6768810]}, ': ', b'SEND: sleep=1 | counter=2 | timeElap=HR=0 min=0, sec=21') 
({b"H'\xe2\r\x80h": [-74, 6769078]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-69, 6777224]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-70, 6814397]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-68, 6854217]}, ': ', b'SEND: sleep=1 | counter=2 | timeElap=HR=0 min=0, sec=40') 
({b"H'\xe2\r\x80h": [-70, 6854479]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-69, 6964848]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=1, sec=47') 
({b"H'\xe2\r\x80h": [-75, 7087930]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=1, sec=58') 
({b"H'\xe2\r\x80h": [-62, 7099252]}, ': ', b'SEND: sleep=5 | counter=2 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-64, 7103502]}, ': ', b'SEND: sleep=4 | counter=3 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-64, 7112742]}, ': ', b'SEND: sleep=9 | counter=4 | timeElap=HR=0 min=0, sec=20') 
({b"H'\xe2\r\x80h": [-71, 7117992]}, ': ', b'SEND: sleep=5 | counter=5 | timeElap=HR=0 min=0, sec=26') 
({b"H'\xe2\r\x80h": [-71, 7125242]}, ': ', b'SEND: sleep=7 | counter=6 | timeElap=HR=0 min=0, sec=33') 
({b"H'\xe2\r\x80h": [-81, 7125493]}, ': ', b'SEND: sleep=0 | counter=7 | timeElap=HR=0 min=0, sec=33') 
({b"H'\xe2\r\x80h": [-63, 7129652]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-74, 7134852]}, ': ', b'SEND: sleep=2 | counter=1 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-73, 7137332]}, ': ', b'SEND: sleep=2 | counter=2 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-72, 7139582]}, ': ', b'SEND: sleep=2 | counter=3 | timeElap=HR=0 min=0, sec=6') 
({b"H'\xe2\r\x80h": [-72, 7141832]}, ': ', b'SEND: sleep=2 | counter=4 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-72, 7144082]}, ': ', b'SEND: sleep=2 | counter=5 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-67, 7146332]}, ': ', b'SEND: sleep=2 | counter=6 | timeElap=HR=0 min=0, sec=13') 
({b"H'\xe2\r\x80h": [-65, 7148582]}, ': ', b'SEND: sleep=2 | counter=7 | timeElap=HR=0 min=0, sec=15') 
({b"H'\xe2\r\x80h": [-71, 7150832]}, ': ', b'SEND: sleep=2 | counter=8 | timeElap=HR=0 min=0, sec=18') 
({b"H'\xe2\r\x80h": [-71, 7153082]}, ': ', b'SEND: sleep=2 | counter=9 | timeElap=HR=0 min=0, sec=20') 
({b"H'\xe2\r\x80h": [-72, 7155322]}, ': ', b'SEND: sleep=2 | counter=10 | timeElap=HR=0 min=0, sec=22') 
({b"H'\xe2\r\x80h": [-70, 7157672]}, ': ', b'SEND: sleep=2 | counter=11 | timeElap=HR=0 min=0, sec=24') 
({b"H'\xe2\r\x80h": [-69, 7159922]}, ': ', b'SEND: sleep=2 | counter=12 | timeElap=HR=0 min=0, sec=27') 
({b"H'\xe2\r\x80h": [-71, 7162162]}, ': ', b'SEND: sleep=2 | counter=13 | timeElap=HR=0 min=0, sec=29') 
({b"H'\xe2\r\x80h": [-70, 7164402]}, ': ', b'SEND: sleep=2 | counter=14 | timeElap=HR=0 min=0, sec=31') 
({b"H'\xe2\r\x80h": [-70, 7166642]}, ': ', b'SEND: sleep=2 | counter=15 | timeElap=HR=0 min=0, sec=33') 
({b"H'\xe2\r\x80h": [-65, 7168882]}, ': ', b'SEND: sleep=2 | counter=16 | timeElap=HR=0 min=0, sec=36') 
({b"H'\xe2\r\x80h": [-73, 7171122]}, ': ', b'SEND: sleep=2 | counter=17 | timeElap=HR=0 min=0, sec=38') 
({b"H'\xe2\r\x80h": [-68, 7173362]}, ': ', b'SEND: sleep=2 | counter=18 | timeElap=HR=0 min=0, sec=40') 
({b"H'\xe2\r\x80h": [-83, 7175602]}, ': ', b'SEND: sleep=2 | counter=19 | timeElap=HR=0 min=0, sec=42') 
({b"H'\xe2\r\x80h": [-80, 7178072]}, ': ', b'SEND: sleep=2 | counter=20 | timeElap=HR=0 min=0, sec=45') 
({b"H'\xe2\r\x80h": [-78, 7180322]}, ': ', b'SEND: sleep=2 | counter=21 | timeElap=HR=0 min=0, sec=47') 
({b"H'\xe2\r\x80h": [-78, 7182562]}, ': ', b'SEND: sleep=2 | counter=22 | timeElap=HR=0 min=0, sec=49') 
({b"H'\xe2\r\x80h": [-82, 7184812]}, ': ', b'SEND: sleep=2 | counter=23 | timeElap=HR=0 min=0, sec=52') 
({b"H'\xe2\r\x80h": [-82, 7187052]}, ': ', b'SEND: sleep=2 | counter=24 | timeElap=HR=0 min=0, sec=54') 
({b"H'\xe2\r\x80h": [-81, 7189302]}, ': ', b'SEND: sleep=2 | counter=25 | timeElap=HR=0 min=0, sec=56') 
({b"H'\xe2\r\x80h": [-61, 7196042]}, ': ', b'SEND: sleep=2 | counter=28 | timeElap=HR=0 min=1, sec=3') 
({b"H'\xe2\r\x80h": [-60, 7198402]}, ': ', b'SEND: sleep=2 | counter=29 | timeElap=HR=0 min=1, sec=5') 
({b"H'\xe2\r\x80h": [-62, 7200652]}, ': ', b'SEND: sleep=2 | counter=30 | timeElap=HR=0 min=1, sec=7') 
({b"H'\xe2\r\x80h": [-63, 7216402]}, ': ', b'SEND: sleep=2 | counter=37 | timeElap=HR=0 min=1, sec=23') 
({b"H'\xe2\r\x80h": [-63, 7218872]}, ': ', b'SEND: sleep=2 | counter=38 | timeElap=HR=0 min=1, sec=26') 
({b"H'\xe2\r\x80h": [-63, 7221122]}, ': ', b'SEND: sleep=2 | counter=39 | timeElap=HR=0 min=1, sec=28') 
({b"H'\xe2\r\x80h": [-64, 7223372]}, ': ', b'SEND: sleep=2 | counter=40 | timeElap=HR=0 min=1, sec=30') 
({b"H'\xe2\r\x80h": [-63, 7225622]}, ': ', b'SEND: sleep=2 | counter=41 | timeElap=HR=0 min=1, sec=32') 
({b"H'\xe2\r\x80h": [-65, 7227872]}, ': ', b'SEND: sleep=2 | counter=42 | timeElap=HR=0 min=1, sec=35') 
({b"H'\xe2\r\x80h": [-64, 7230122]}, ': ', b'SEND: sleep=2 | counter=43 | timeElap=HR=0 min=1, sec=37') 
({b"H'\xe2\r\x80h": [-63, 7232372]}, ': ', b'SEND: sleep=2 | counter=44 | timeElap=HR=0 min=1, sec=39') 
({b"H'\xe2\r\x80h": [-62, 7234622]}, ': ', b'SEND: sleep=2 | counter=45 | timeElap=HR=0 min=1, sec=41') 
({b"H'\xe2\r\x80h": [-64, 7236972]}, ': ', b'SEND: sleep=2 | counter=46 | timeElap=HR=0 min=1, sec=44') 
({b"H'\xe2\r\x80h": [-64, 7239212]}, ': ', b'SEND: sleep=2 | counter=47 | timeElap=HR=0 min=1, sec=46') 
({b"H'\xe2\r\x80h": [-63, 7241452]}, ': ', b'SEND: sleep=2 | counter=48 | timeElap=HR=0 min=1, sec=48') 
({b"H'\xe2\r\x80h": [-63, 7243702]}, ': ', b'SEND: sleep=2 | counter=49 | timeElap=HR=0 min=1, sec=50') 
({b"H'\xe2\r\x80h": [-67, 7248192]}, ': ', b'SEND: sleep=2 | counter=51 | timeElap=HR=0 min=1, sec=55') 
({b"H'\xe2\r\x80h": [-68, 7250442]}, ': ', b'SEND: sleep=2 | counter=52 | timeElap=HR=0 min=1, sec=57') 
({b"H'\xe2\r\x80h": [-68, 7252682]}, ': ', b'SEND: sleep=2 | counter=53 | timeElap=HR=0 min=1, sec=59') 
({b"H'\xe2\r\x80h": [-69, 7254922]}, ': ', b'SEND: sleep=2 | counter=54 | timeElap=HR=0 min=2, sec=2') 
({b"H'\xe2\r\x80h": [-67, 7257382]}, ': ', b'SEND: sleep=2 | counter=55 | timeElap=HR=0 min=2, sec=4') 
({b"H'\xe2\r\x80h": [-67, 7259622]}, ': ', b'SEND: sleep=2 | counter=56 | timeElap=HR=0 min=2, sec=6') 
({b"H'\xe2\r\x80h": [-64, 7261872]}, ': ', b'SEND: sleep=2 | counter=57 | timeElap=HR=0 min=2, sec=9') 
({b"H'\xe2\r\x80h": [-64, 7264112]}, ': ', b'SEND: sleep=2 | counter=58 | timeElap=HR=0 min=2, sec=11') 
({b"H'\xe2\r\x80h": [-63, 7266352]}, ': ', b'SEND: sleep=2 | counter=59 | timeElap=HR=0 min=2, sec=13') 
({b"H'\xe2\r\x80h": [-62, 7268592]}, ': ', b'SEND: sleep=2 | counter=60 | timeElap=HR=0 min=2, sec=15') 
({b"H'\xe2\r\x80h": [-63, 7270832]}, ': ', b'SEND: sleep=2 | counter=61 | timeElap=HR=0 min=2, sec=18') 
({b"H'\xe2\r\x80h": [-62, 7273072]}, ': ', b'SEND: sleep=2 | counter=62 | timeElap=HR=0 min=2, sec=20') 
({b"H'\xe2\r\x80h": [-63, 7275322]}, ': ', b'SEND: sleep=2 | counter=63 | timeElap=HR=0 min=2, sec=22') 
({b"H'\xe2\r\x80h": [-65, 7277682]}, ': ', b'SEND: sleep=2 | counter=64 | timeElap=HR=0 min=2, sec=24') 
({b"H'\xe2\r\x80h": [-66, 7279922]}, ': ', b'SEND: sleep=2 | counter=65 | timeElap=HR=0 min=2, sec=27') 
({b"H'\xe2\r\x80h": [-64, 7282172]}, ': ', b'SEND: sleep=2 | counter=66 | timeElap=HR=0 min=2, sec=29') 
({b"H'\xe2\r\x80h": [-71, 7284412]}, ': ', b'SEND: sleep=2 | counter=67 | timeElap=HR=0 min=2, sec=31') 
({b"H'\xe2\r\x80h": [-76, 7286662]}, ': ', b'SEND: sleep=2 | counter=68 | timeElap=HR=0 min=2, sec=33') 
({b"H'\xe2\r\x80h": [-75, 7288913]}, ': ', b'SEND: sleep=2 | counter=69 | timeElap=HR=0 min=2, sec=36') 
({b"H'\xe2\r\x80h": [-71, 7293412]}, ': ', b'SEND: sleep=2 | counter=71 | timeElap=HR=0 min=2, sec=40') 
({b"H'\xe2\r\x80h": [-71, 7295652]}, ': ', b'SEND: sleep=2 | counter=72 | timeElap=HR=0 min=2, sec=42') 
({b"H'\xe2\r\x80h": [-71, 7298122]}, ': ', b'SEND: sleep=2 | counter=73 | timeElap=HR=0 min=2, sec=45') 
({b"H'\xe2\r\x80h": [-72, 7300372]}, ': ', b'SEND: sleep=2 | counter=74 | timeElap=HR=0 min=2, sec=47') 
({b"H'\xe2\r\x80h": [-68, 7302613]}, ': ', b'SEND: sleep=2 | counter=75 | timeElap=HR=0 min=2, sec=49') 
({b"H'\xe2\r\x80h": [-68, 7304863]}, ': ', b'SEND: sleep=2 | counter=76 | timeElap=HR=0 min=2, sec=52') 
({b"H'\xe2\r\x80h": [-69, 7307103]}, ': ', b'SEND: sleep=2 | counter=77 | timeElap=HR=0 min=2, sec=54') 
({b"H'\xe2\r\x80h": [-69, 7309353]}, ': ', b'SEND: sleep=2 | counter=78 | timeElap=HR=0 min=2, sec=56') 
({b"H'\xe2\r\x80h": [-70, 7311593]}, ': ', b'SEND: sleep=2 | counter=79 | timeElap=HR=0 min=2, sec=58') 
({b"H'\xe2\r\x80h": [-67, 7313833]}, ': ', b'SEND: sleep=2 | counter=80 | timeElap=HR=0 min=3, sec=1') 
({b"H'\xe2\r\x80h": [-65, 7316073]}, ': ', b'SEND: sleep=2 | counter=81 | timeElap=HR=0 min=3, sec=3') 
({b"H'\xe2\r\x80h": [-69, 7318423]}, ': ', b'SEND: sleep=2 | counter=82 | timeElap=HR=0 min=3, sec=5') 
({b"H'\xe2\r\x80h": [-68, 7320673]}, ': ', b'SEND: sleep=2 | counter=83 | timeElap=HR=0 min=3, sec=7') 
({b"H'\xe2\r\x80h": [-69, 7322913]}, ': ', b'SEND: sleep=2 | counter=84 | timeElap=HR=0 min=3, sec=10') 
({b"H'\xe2\r\x80h": [-64, 7325153]}, ': ', b'SEND: sleep=2 | counter=85 | timeElap=HR=0 min=3, sec=12') 
({b"H'\xe2\r\x80h": [-64, 7327393]}, ': ', b'SEND: sleep=2 | counter=86 | timeElap=HR=0 min=3, sec=14') 
({b"H'\xe2\r\x80h": [-68, 7329643]}, ': ', b'SEND: sleep=2 | counter=87 | timeElap=HR=0 min=3, sec=16') 
({b"H'\xe2\r\x80h": [-70, 7331883]}, ': ', b'SEND: sleep=2 | counter=88 | timeElap=HR=0 min=3, sec=19') 
({b"H'\xe2\r\x80h": [-66, 7336373]}, ': ', b'SEND: sleep=2 | counter=90 | timeElap=HR=0 min=3, sec=23') 
({b"H'\xe2\r\x80h": [-66, 7338843]}, ': ', b'SEND: sleep=2 | counter=91 | timeElap=HR=0 min=3, sec=26') 
({b"H'\xe2\r\x80h": [-69, 7341083]}, ': ', b'SEND: sleep=2 | counter=92 | timeElap=HR=0 min=3, sec=28') 
({b"H'\xe2\r\x80h": [-66, 7343323]}, ': ', b'SEND: sleep=2 | counter=93 | timeElap=HR=0 min=3, sec=30') 
({b"H'\xe2\r\x80h": [-66, 7345563]}, ': ', b'SEND: sleep=2 | counter=94 | timeElap=HR=0 min=3, sec=32') 
({b"H'\xe2\r\x80h": [-68, 7347823]}, ': ', b'SEND: sleep=2 | counter=95 | timeElap=HR=0 min=3, sec=35') 
({b"H'\xe2\r\x80h": [-67, 7350073]}, ': ', b'SEND: sleep=2 | counter=96 | timeElap=HR=0 min=3, sec=37') 
({b"H'\xe2\r\x80h": [-67, 7354573]}, ': ', b'SEND: sleep=2 | counter=98 | timeElap=HR=0 min=3, sec=41') 
({b"H'\xe2\r\x80h": [-67, 7359183]}, ': ', b'SEND: sleep=2 | counter=100 | timeElap=HR=0 min=3, sec=46') 
({b"H'\xe2\r\x80h": [-68, 7361433]}, ': ', b'SEND: sleep=2 | counter=101 | timeElap=HR=0 min=3, sec=48') 
({b"H'\xe2\r\x80h": [-65, 7363683]}, ': ', b'SEND: sleep=2 | counter=102 | timeElap=HR=0 min=3, sec=50') 
({b"H'\xe2\r\x80h": [-66, 7365933]}, ': ', b'SEND: sleep=2 | counter=103 | timeElap=HR=0 min=3, sec=53') 
({b"H'\xe2\r\x80h": [-67, 7384173]}, ': ', b'SEND: sleep=2 | counter=111 | timeElap=HR=0 min=4, sec=11') 
({b"H'\xe2\r\x80h": [-67, 7386423]}, ': ', b'SEND: sleep=2 | counter=112 | timeElap=HR=0 min=4, sec=13') 
({b"H'\xe2\r\x80h": [-66, 7388673]}, ': ', b'SEND: sleep=2 | counter=113 | timeElap=HR=0 min=4, sec=15') 
({b"H'\xe2\r\x80h": [-64, 7393173]}, ': ', b'SEND: sleep=2 | counter=115 | timeElap=HR=0 min=4, sec=20') 
({b"H'\xe2\r\x80h": [-64, 7395423]}, ': ', b'SEND: sleep=2 | counter=116 | timeElap=HR=0 min=4, sec=22') 
({b"H'\xe2\r\x80h": [-64, 7397783]}, ': ', b'SEND: sleep=2 | counter=117 | timeElap=HR=0 min=4, sec=24') 
({b"H'\xe2\r\x80h": [-63, 7400024]}, ': ', b'SEND: sleep=2 | counter=118 | timeElap=HR=0 min=4, sec=27') 
({b"H'\xe2\r\x80h": [-64, 7406803]}, ': ', b'SEND: sleep=2 | counter=121 | timeElap=HR=0 min=4, sec=34') 
({b"H'\xe2\r\x80h": [-65, 7409053]}, ': ', b'SEND: sleep=2 | counter=122 | timeElap=HR=0 min=4, sec=36') 
({b"H'\xe2\r\x80h": [-64, 7411303]}, ': ', b'SEND: sleep=2 | counter=123 | timeElap=HR=0 min=4, sec=38') 
({b"H'\xe2\r\x80h": [-63, 7413563]}, ': ', b'SEND: sleep=2 | counter=124 | timeElap=HR=0 min=4, sec=40') 
({b"H'\xe2\r\x80h": [-65, 7415823]}, ': ', b'SEND: sleep=2 | counter=125 | timeElap=HR=0 min=4, sec=43') 
({b"H'\xe2\r\x80h": [-66, 7418293]}, ': ', b'SEND: sleep=2 | counter=126 | timeElap=HR=0 min=4, sec=45') 
({b"H'\xe2\r\x80h": [-67, 7420553]}, ': ', b'SEND: sleep=2 | counter=127 | timeElap=HR=0 min=4, sec=47') 
({b"H'\xe2\r\x80h": [-71, 7422803]}, ': ', b'SEND: sleep=2 | counter=128 | timeElap=HR=0 min=4, sec=50') 
({b"H'\xe2\r\x80h": [-69, 7425053]}, ': ', b'SEND: sleep=2 | counter=129 | timeElap=HR=0 min=4, sec=52') 
({b"H'\xe2\r\x80h": [-67, 7427293]}, ': ', b'SEND: sleep=2 | counter=130 | timeElap=HR=0 min=4, sec=54') 
({b"H'\xe2\r\x80h": [-68, 7429543]}, ': ', b'SEND: sleep=2 | counter=131 | timeElap=HR=0 min=4, sec=56') 
({b"H'\xe2\r\x80h": [-68, 7431793]}, ': ', b'SEND: sleep=2 | counter=132 | timeElap=HR=0 min=4, sec=58') 
({b"H'\xe2\r\x80h": [-65, 7436403]}, ': ', b'SEND: sleep=2 | counter=134 | timeElap=HR=0 min=5, sec=3') 
({b"H'\xe2\r\x80h": [-67, 7438653]}, ': ', b'SEND: sleep=2 | counter=135 | timeElap=HR=0 min=5, sec=5') 
({b"H'\xe2\r\x80h": [-67, 7440903]}, ': ', b'SEND: sleep=2 | counter=136 | timeElap=HR=0 min=5, sec=8') 
({b"H'\xe2\r\x80h": [-66, 7443153]}, ': ', b'SEND: sleep=2 | counter=137 | timeElap=HR=0 min=5, sec=10') 
({b"H'\xe2\r\x80h": [-67, 7445403]}, ': ', b'SEND: sleep=2 | counter=138 | timeElap=HR=0 min=5, sec=12') 
({b"H'\xe2\r\x80h": [-67, 7447653]}, ': ', b'SEND: sleep=2 | counter=139 | timeElap=HR=0 min=5, sec=14') 
({b"H'\xe2\r\x80h": [-67, 7452133]}, ': ', b'SEND: sleep=2 | counter=141 | timeElap=HR=0 min=5, sec=19') 
({b"H'\xe2\r\x80h": [-67, 7454373]}, ': ', b'SEND: sleep=2 | counter=142 | timeElap=HR=0 min=5, sec=21') 
({b"H'\xe2\r\x80h": [-65, 7456843]}, ': ', b'SEND: sleep=2 | counter=143 | timeElap=HR=0 min=5, sec=24') 
({b"H'\xe2\r\x80h": [-68, 7459093]}, ': ', b'SEND: sleep=2 | counter=144 | timeElap=HR=0 min=5, sec=26') 
({b"H'\xe2\r\x80h": [-67, 7461343]}, ': ', b'SEND: sleep=2 | counter=145 | timeElap=HR=0 min=5, sec=28') 
({b"H'\xe2\r\x80h": [-68, 7463593]}, ': ', b'SEND: sleep=2 | counter=146 | timeElap=HR=0 min=5, sec=30') 
({b"H'\xe2\r\x80h": [-71, 7465843]}, ': ', b'SEND: sleep=2 | counter=147 | timeElap=HR=0 min=5, sec=33') 
({b"H'\xe2\r\x80h": [-73, 7468093]}, ': ', b'SEND: sleep=2 | counter=148 | timeElap=HR=0 min=5, sec=35') 
({b"H'\xe2\r\x80h": [-64, 7472593]}, ': ', b'SEND: sleep=2 | counter=150 | timeElap=HR=0 min=5, sec=39') 
({b"H'\xe2\r\x80h": [-65, 7474843]}, ': ', b'SEND: sleep=2 | counter=151 | timeElap=HR=0 min=5, sec=42') 
({b"H'\xe2\r\x80h": [-64, 7477203]}, ': ', b'SEND: sleep=2 | counter=152 | timeElap=HR=0 min=5, sec=44') 
({b"H'\xe2\r\x80h": [-65, 7479453]}, ': ', b'SEND: sleep=2 | counter=153 | timeElap=HR=0 min=5, sec=46') 
({b"H'\xe2\r\x80h": [-62, 7481703]}, ': ', b'SEND: sleep=2 | counter=154 | timeElap=HR=0 min=5, sec=48') 
({b"H'\xe2\r\x80h": [-62, 7483953]}, ': ', b'SEND: sleep=2 | counter=155 | timeElap=HR=0 min=5, sec=51') 
({b"H'\xe2\r\x80h": [-62, 7486203]}, ': ', b'SEND: sleep=2 | counter=156 | timeElap=HR=0 min=5, sec=53') 
({b"H'\xe2\r\x80h": [-62, 7488453]}, ': ', b'SEND: sleep=2 | counter=157 | timeElap=HR=0 min=5, sec=55') 
({b"H'\xe2\r\x80h": [-74, 7490703]}, ': ', b'SEND: sleep=2 | counter=158 | timeElap=HR=0 min=5, sec=57') 
({b"H'\xe2\r\x80h": [-70, 7495423]}, ': ', b'SEND: sleep=2 | counter=160 | timeElap=HR=0 min=6, sec=2') 
({b"H'\xe2\r\x80h": [-70, 7497673]}, ': ', b'SEND: sleep=2 | counter=161 | timeElap=HR=0 min=6, sec=4') 
({b"H'\xe2\r\x80h": [-74, 7499933]}, ': ', b'SEND: sleep=2 | counter=162 | timeElap=HR=0 min=6, sec=7') 
({b"H'\xe2\r\x80h": [-73, 7502183]}, ': ', b'SEND: sleep=2 | counter=163 | timeElap=HR=0 min=6, sec=9') 
({b"H'\xe2\r\x80h": [-73, 7504433]}, ': ', b'SEND: sleep=2 | counter=164 | timeElap=HR=0 min=6, sec=11') 
({b"H'\xe2\r\x80h": [-68, 7511184]}, ': ', b'SEND: sleep=2 | counter=167 | timeElap=HR=0 min=6, sec=18') 
({b"H'\xe2\r\x80h": [-68, 7513423]}, ': ', b'SEND: sleep=2 | counter=168 | timeElap=HR=0 min=6, sec=20') 
({b"H'\xe2\r\x80h": [-68, 7515784]}, ': ', b'SEND: sleep=2 | counter=169 | timeElap=HR=0 min=6, sec=22') 
({b"H'\xe2\r\x80h": [-67, 7518044]}, ': ', b'SEND: sleep=2 | counter=170 | timeElap=HR=0 min=6, sec=25') 
({b"H'\xe2\r\x80h": [-69, 7520294]}, ': ', b'SEND: sleep=2 | counter=171 | timeElap=HR=0 min=6, sec=27') 
({b"H'\xe2\r\x80h": [-68, 7522544]}, ': ', b'SEND: sleep=2 | counter=172 | timeElap=HR=0 min=6, sec=29') 
({b"H'\xe2\r\x80h": [-69, 7524794]}, ': ', b'SEND: sleep=2 | counter=173 | timeElap=HR=0 min=6, sec=31') 
({b"H'\xe2\r\x80h": [-68, 7527054]}, ': ', b'SEND: sleep=2 | counter=174 | timeElap=HR=0 min=6, sec=34') 
({b"H'\xe2\r\x80h": [-68, 7529304]}, ': ', b'SEND: sleep=2 | counter=175 | timeElap=HR=0 min=6, sec=36') 
({b"H'\xe2\r\x80h": [-65, 7531564]}, ': ', b'SEND: sleep=2 | counter=176 | timeElap=HR=0 min=6, sec=38') 
